"url","issue","detail","priority","owner_action_required"
"/cost-guides/burst-pipe-emergency-cost-guide","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/cost-guides/burst-pipe-emergency-cost-guide","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/cost-guides/burst-pipe-emergency-cost-guide","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/cost-guides/drain-cleaning-cost-dfw","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/cost-guides/drain-cleaning-cost-dfw","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/cost-guides/drain-cleaning-cost-dfw","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/cost-guides/emergency-plumbing-cost-dfw","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/cost-guides/emergency-plumbing-cost-dfw","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/cost-guides/emergency-plumbing-cost-dfw","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/cost-guides/sewer-line-clog-cost-guide","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/cost-guides/sewer-line-clog-cost-guide","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/cost-guides/sewer-line-clog-cost-guide","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/cost-guides/water-heater-emergency-cost-guide","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/cost-guides/water-heater-emergency-cost-guide","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/cost-guides/water-heater-emergency-cost-guide","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/disclosure","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/faq","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/partner-with-us","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/partner-with-us","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/privacy","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/bathtub-drain-backing-up","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/bathtub-drain-backing-up","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/bathtub-drain-backing-up","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/burst-pipe-first-steps","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/burst-pipe-first-steps","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/burst-pipe-first-steps","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/ceiling-leak-from-plumbing","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/ceiling-leak-from-plumbing","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/ceiling-leak-from-plumbing","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/floor-drain-backing-up","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/floor-drain-backing-up","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/floor-drain-backing-up","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/gurgling-toilet-and-slow-drains","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/gurgling-toilet-and-slow-drains","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/gurgling-toilet-and-slow-drains","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/kitchen-sink-backing-up","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/kitchen-sink-backing-up","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/kitchen-sink-backing-up","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/main-sewer-line-signs","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/main-sewer-line-signs","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/main-sewer-line-signs","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/no-hot-water-emergency","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/no-hot-water-emergency","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/no-hot-water-emergency","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/outdoor-cleanout-overflowing","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/outdoor-cleanout-overflowing","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/outdoor-cleanout-overflowing","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/sewer-smell-in-bathroom","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/sewer-smell-in-bathroom","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/sewer-smell-in-bathroom","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/toilet-overflowing-will-not-stop","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/toilet-overflowing-will-not-stop","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/toilet-overflowing-will-not-stop","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/washing-machine-drain-backing-up","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/washing-machine-drain-backing-up","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/washing-machine-drain-backing-up","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/water-backing-up-in-shower-and-toilet","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/water-backing-up-in-shower-and-toilet","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/water-backing-up-in-shower-and-toilet","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/problems/water-heater-leaking-emergency","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/problems/water-heater-leaking-emergency","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/problems/water-heater-leaking-emergency","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/24-hour-emergency-plumber","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/24-hour-emergency-plumber","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/24-hour-emergency-plumber","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/burst-pipe-emergency","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/burst-pipe-emergency","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/burst-pipe-emergency","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/commercial-emergency-plumbing","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/commercial-emergency-plumbing","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/commercial-emergency-plumbing","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/emergency-drain-cleaning","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/emergency-drain-cleaning","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/emergency-drain-cleaning","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/main-sewer-line-clog","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/main-sewer-line-clog","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/main-sewer-line-clog","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/same-day-plumber-connection","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/same-day-plumber-connection","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/same-day-plumber-connection","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/sewer-backup-help","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/sewer-backup-help","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/sewer-backup-help","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/sink-and-shower-drain-backup","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/sink-and-shower-drain-backup","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/sink-and-shower-drain-backup","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/toilet-overflow-emergency","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/toilet-overflow-emergency","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/toilet-overflow-emergency","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/services/water-heater-emergency","No active tel link because tracking phone is a placeholder","Owner must add real tracking phone values before launch.","P1","owner"
"/services/water-heater-emergency","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
"/services/water-heater-emergency","Form submits to JSON endpoint without a user-facing confirmation page","POST /api/lead returns JSON; browser form submission will leave the page experience.","P2","codex"
"/terms","Call event hook is declarative only","data-call-event-url exists, but no client-side click handler fires /api/call-event.","P2","codex"
