"target_path","source_count","source_examples","href_examples","hostname_examples","in_sitemap","status","final_url"
"/problems/ceiling-leak-from-plumbing","6","/services/burst-pipe-emergency|/problems/ceiling-leak-from-plumbing|/problems/water-shutoff-valve-will-not-close|/cost-guides/emergency-plumbing-cost-dfw|/cost-guides/burst-pipe-emergency-cost-guide","https://plumbinghands.com/problems/ceiling-leak-from-plumbing","plumbinghands.com","yes","200","https://plumbinghands.com/problems/ceiling-leak-from-plumbing"
"/problems/floor-drain-backing-up","3","/|/services/sewer-backup-help|/problems/floor-drain-backing-up","https://plumbinghands.com/problems/floor-drain-backing-up","plumbinghands.com","yes","200","https://plumbinghands.com/problems/floor-drain-backing-up"
"/problems/gurgling-toilet-and-slow-drains","2","/services/main-sewer-line-clog|/problems/gurgling-toilet-and-slow-drains","https://plumbinghands.com/problems/gurgling-toilet-and-slow-drains","plumbinghands.com","yes","200","https://plumbinghands.com/problems/gurgling-toilet-and-slow-drains"
"/problems/kitchen-sink-backing-up","12","/|/services/emergency-drain-cleaning|/cities/dallas/emergency-drain-cleaning|/cities/fort-worth/emergency-drain-cleaning|/cities/arlington/emergency-drain-cleaning","https://plumbinghands.com/problems/kitchen-sink-backing-up","plumbinghands.com","yes","200","https://plumbinghands.com/problems/kitchen-sink-backing-up"
"/problems/main-sewer-line-signs","3","/services/main-sewer-line-clog|/problems/main-sewer-line-signs|/cost-guides/sewer-line-clog-cost-guide","https://plumbinghands.com/problems/main-sewer-line-signs","plumbinghands.com","yes","200","https://plumbinghands.com/problems/main-sewer-line-signs"
"/problems/no-hot-water-emergency","3","/services/water-heater-emergency|/problems/no-hot-water-emergency|/cost-guides/water-heater-emergency-cost-guide","https://plumbinghands.com/problems/no-hot-water-emergency","plumbinghands.com","yes","200","https://plumbinghands.com/problems/no-hot-water-emergency"
"/problems/outdoor-cleanout-overflowing","4","/services/main-sewer-line-clog|/problems/water-backing-up-in-shower-and-toilet|/problems/outdoor-cleanout-overflowing|/cost-guides/sewer-line-clog-cost-guide","https://plumbinghands.com/problems/outdoor-cleanout-overflowing","plumbinghands.com","yes","200","https://plumbinghands.com/problems/outdoor-cleanout-overflowing"
"/problems/sewer-smell-in-bathroom","3","/|/services/sewer-backup-help|/problems/sewer-smell-in-bathroom","https://plumbinghands.com/problems/sewer-smell-in-bathroom","plumbinghands.com","yes","200","https://plumbinghands.com/problems/sewer-smell-in-bathroom"
"/problems/toilet-overflowing-will-not-stop","5","/|/services/24-hour-emergency-plumber|/services/toilet-overflow-emergency|/problems/toilet-overflowing-will-not-stop|/cost-guides/emergency-plumbing-cost-dfw","https://plumbinghands.com/problems/toilet-overflowing-will-not-stop","plumbinghands.com","yes","200","https://plumbinghands.com/problems/toilet-overflowing-will-not-stop"
"/problems/washing-machine-drain-backing-up","2","/problems/washing-machine-drain-backing-up|/cost-guides/drain-cleaning-cost-dfw","https://plumbinghands.com/problems/washing-machine-drain-backing-up","plumbinghands.com","yes","200","https://plumbinghands.com/problems/washing-machine-drain-backing-up"
"/problems/water-backing-up-in-shower-and-toilet","6","/|/services/emergency-drain-cleaning|/services/main-sewer-line-clog|/problems/water-backing-up-in-shower-and-toilet|/cost-guides/drain-cleaning-cost-dfw","https://plumbinghands.com/problems/water-backing-up-in-shower-and-toilet","plumbinghands.com","yes","200","https://plumbinghands.com/problems/water-backing-up-in-shower-and-toilet"
"/problems/water-heater-leaking-emergency","3","/services/water-heater-emergency|/problems/water-heater-leaking-emergency|/cost-guides/water-heater-emergency-cost-guide","https://plumbinghands.com/problems/water-heater-leaking-emergency","plumbinghands.com","yes","200","https://plumbinghands.com/problems/water-heater-leaking-emergency"
"/problems/water-shutoff-valve-will-not-close","39","/|/blog|/faq|/services/toilet-overflow-emergency|/services/burst-pipe-emergency","https://plumbinghands.com/problems/water-shutoff-valve-will-not-close","plumbinghands.com","yes","200","https://plumbinghands.com/problems/water-shutoff-valve-will-not-close"
"/services/24-hour-emergency-plumber","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/services/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/services/24-hour-emergency-plumber"
"/services/burst-pipe-emergency","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/services/burst-pipe-emergency","plumbinghands.com","yes","200","https://plumbinghands.com/services/burst-pipe-emergency"
"/services/commercial-emergency-plumbing","34","/services/commercial-emergency-plumbing|/cities/dallas|/cities/fort-worth|/cities/arlington|/cities/plano","https://plumbinghands.com/services/commercial-emergency-plumbing","plumbinghands.com","yes","200","https://plumbinghands.com/services/commercial-emergency-plumbing"
"/services/emergency-drain-cleaning","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/services/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/services/emergency-drain-cleaning"
"/services/main-sewer-line-clog","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/services/main-sewer-line-clog","plumbinghands.com","yes","200","https://plumbinghands.com/services/main-sewer-line-clog"
"/services/same-day-plumber-connection","34","/services/same-day-plumber-connection|/cities/dallas|/cities/fort-worth|/cities/arlington|/cities/plano","https://plumbinghands.com/services/same-day-plumber-connection","plumbinghands.com","yes","200","https://plumbinghands.com/services/same-day-plumber-connection"
"/services/sewer-backup-help","36","/services/sewer-backup-help|/cities/dallas|/cities/fort-worth|/cities/arlington|/cities/plano","https://plumbinghands.com/services/sewer-backup-help","plumbinghands.com","yes","200","https://plumbinghands.com/services/sewer-backup-help"
"/services/sink-and-shower-drain-backup","34","/services/sink-and-shower-drain-backup|/cities/dallas|/cities/fort-worth|/cities/arlington|/cities/plano","https://plumbinghands.com/services/sink-and-shower-drain-backup","plumbinghands.com","yes","200","https://plumbinghands.com/services/sink-and-shower-drain-backup"
"/services/toilet-overflow-emergency","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/services/toilet-overflow-emergency","plumbinghands.com","yes","200","https://plumbinghands.com/services/toilet-overflow-emergency"
"/services/water-heater-emergency","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/services/water-heater-emergency","plumbinghands.com","yes","200","https://plumbinghands.com/services/water-heater-emergency"
"/terms","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/terms","plumbinghands.com","yes","200","https://plumbinghands.com/terms"
